questionnaire,item,value,agreement,question
NFCC1993,I believe I would thrive in a class that has well-defined objectives and clear requirements.,Preference for Order and Structure,1,Would I thrive in a class that has well-defined objectives and clear requirements?
NFCC1993,I find that establishing a consistent routine enables me to enjoy life more.,Preference for Order and Structure,1,Will establishing a consistent routine enable me to enjoy life more?
NFCC1993,I feel that a lack of routine makes life more enjoyable.,Preference for Order and Structure,-1,Will a lack of routine make life more enjoyable for me?
NFCC1993,I enjoy having a clear and structured mode of life.,Preference for Order and Structure,1,Should I enjoy having a clear and structured mode of life?
NFCC1993,I prefer a spontaneous and unplanned lifestyle.,Preference for Order and Structure,-1,Should I prefer a spontaneous and unplanned lifestyle?
NFCC1993,I like to have a place for everything and everything in its place.,Preference for Order and Structure,1,Should I like to have a place for everything and everything in its place?
NFCC1993,I prefer a more spontaneous and unstructured environment.,Preference for Order and Structure,-1,Should I prefer a more spontaneous and unstructured environment?
NFCC1993,I dislike the routine aspects of my work (studies).,Preference for Order and Structure,-1,Should I dislike the routine aspects of my work (studies)?
NFCC1993,I enjoy the routine aspects of my work (studies).,Preference for Order and Structure,1,Should I enjoy the routine aspects of my work (studies)?
EACS,I take time to figure out what I'm really feeling.,Emotional Processing,1,Should I take time to figure out what I'm really feeling?
EACS,I tend to ignore figuring out what I'm really feeling.,Emotional Processing,-1,Do I tend to ignore figuring out what I'm really feeling?
EACS,I delve into my feelings to get a thorough understanding of them.,Emotional Processing,1,Should I delve into my feelings to get a thorough understanding of them?
EACS,I avoid examining my emotions to prevent getting too involved.,Emotional Processing,-1,Should I avoid examining my emotions to prevent getting too involved?
EACS,I realize that my feelings are valid and important.,Emotional Processing,1,Should I realize that my feelings are valid and important?
EACS,I think my emotions are insignificant and trivial.,Emotional Processing,-1,Should I think my emotions are insignificant and trivial?
EACS,I acknowledge my emotions.,Emotional Processing,1,Should I acknowledge my emotions?
EACS,I ignore my emotions.,Emotional Processing,-1,Should I ignore my emotions?
EACS,I let my feelings come out freely.,Emotional Expression,1,Should I let my feelings come out freely?
EACS,I keep my feelings to myself.,Emotional Expression,-1,Should I keep my feelings to myself?
EACS,I take time to express my emotions.,Emotional Expression,1,Should I take time to express my emotions?
EACS,I rarely convey my feelings.,Emotional Expression,-1,Should I rarely convey my feelings?
EACS,I allow myself to express my emotions.,Emotional Expression,1,Should I allow myself to express my emotions?
EACS,I restrict myself from showing my emotions.,Emotional Expression,-1,Should I restrict myself from showing my emotions?
EACS,I feel free to express my emotions.,Emotional Expression,1,Should I feel free to express my emotions?
EACS,I feel restricted in expressing my emotions.,Emotional Expression,-1,Should I feel restricted in expressing my emotions?
IRI,"I sometimes find it difficult to see things from the ""other guy's"" point of view.",Perspective Taking,-1,"Should I sometimes find it difficult to see things from the ""other guy's"" point of view?"
IRI,I usually find it easy to understand the other person's perspective.,Perspective Taking,1,Should I usually find it easy to understand the other person's perspective?
IRI,I try to look at everybody's side of a disagreement before I make a decision.,Perspective Taking,1,Should I try to look at everybody's side of a disagreement before I make a decision?
IRI,I focus only on my perspective during a disagreement.,Perspective Taking,-1,Should I focus only on my perspective during a disagreement?
IRI,I sometimes try to understand my friends better by imagining how things look from their perspective.,Perspective Taking,1,Should I try to understand my friends better by imagining how things look from their perspective?
IRI,I rarely put myself in my friends’ shoes to understand their point of view.,Perspective Taking,-1,Should I avoid trying to understand my friends better by imagining how things look from their perspective?
IRI,I believe that there are two sides to every question and try to look at them both.,Perspective Taking,1,Should I believe that there are two sides to every question and try to look at them both?
IRI,I often view issues as having only one correct perspective.,Perspective Taking,-1,Should I view issues as having only one correct perspective?
IRI,"When I'm upset at someone, I usually try to ""put myself in his shoes"" for a while.",Perspective Taking,1,"Should I try to ""put myself in his shoes"" for a while when I'm upset at someone?"
IRI,"When I'm upset at someone, I typically focus on my own feelings.",Perspective Taking,-1,Should I focus on my own feelings when I'm upset at someone?
IRI,"Before criticizing somebody, I try to imagine how I would feel if I were in their place.",Perspective Taking,1,Should I try to imagine how I would feel if I were in someone's place before criticizing them?
IRI,"Before offering praise, I try to imagine how I would feel if I were in their place.",Perspective Taking,-1,Should I try to imagine how I would feel if I were in someone's place before offering praise?
HEXACO,"I avoid making ""small talk"" with people.",Sociability,-1,"Should I avoid making ""small talk"" with people?"
HEXACO,I enjoy engaging in 'small talk' with people.,Sociability,1,Should I enjoy engaging in 'small talk' with people?
HEXACO,"When I suffer from a painful experience, I need someone to make me feel comfortable.",Dependence,1,Do I need someone to make me feel comfortable when I suffer from a painful experience?
HEXACO,I handle painful experiences without needing anyone to comfort me.,Dependence,-1,Do I handle painful experiences without needing anyone to comfort me?
HEXACO,I enjoy having lots of people around to talk with.,Sociability,1,Should I enjoy having lots of people around to talk with?
HEXACO,I much prefer solitude and quiet than socializing with people.,Sociability,-1,Should I prefer solitude and quiet over socializing?
HEXACO,I prefer jobs that involve active social interaction to those that involve working alone.,Sociability,1,Should I prefer jobs that involve active social interaction to those that involve working alone?
HEXACO,I find solitary work more fulfilling than jobs with active social interaction.,Sociability,-1,Should I find solitary work more fulfilling than jobs with active social interaction?
HEXACO,"Whenever I feel worried about something, I want to share my concern with another person.",Dependence,1,Should I share my concern with another person whenever I feel worried about something?
HEXACO,"When I'm worried, I prefer to keep my concerns to myself.",Dependence,-1,Do I prefer to keep my concerns to myself when I feel worried?
HEXACO,The first thing that I always do in a new place is to make friends.,Sociability,1,Should the first thing I do in a new place be to make friends?
HEXACO,The first thing I do in a new place is to avoid making friends.,Sociability,-1,Is avoiding making friends the first thing I should do in a new place?
HEXACO,I rarely discuss my problems with other people.,Dependence,-1,Should I rarely discuss my problems with other people?
HEXACO,I frequently share my problems with others.,Dependence,1,Should I frequently share my problems with others?
FS,I lead a purposeful and meaningful life.,Psychosocial flourishing,1,Should I lead a purposeful and meaningful life?
FS,My life feels empty and without purpose.,Psychosocial flourishing,-1,Should my life feel empty and without purpose?
FS,My social relationships are supportive and rewarding.,Psychosocial flourishing,1,Should my social relationships be supportive and rewarding?
FS,My social relationships are stressful and draining.,Psychosocial flourishing,-1,Should my social relationships be stressful and draining?
FS,I am engaged and interested in my daily activities.,Psychosocial flourishing,1,Should I be engaged and interested in my daily activities?
FS,I feel detached and indifferent towards my daily routines.,Psychosocial flourishing,-1,Is it natural to feel detached and indifferent towards my daily routines?
FS,I actively contribute to the happiness and well-being of others.,Psychosocial flourishing,1,Should I actively contribute to the happiness and well-being of others?
FS,I neglect the happiness and well-being of others.,Psychosocial flourishing,-1,Should I neglect the happiness and well-being of others?
FS,I am competent and capable in the activities that are important to me.,Psychosocial flourishing,1,Am I competent and capable in the activities that are important to me?
FS,I struggle with the activities that are important to me.,Psychosocial flourishing,-1,Do I struggle with the activities that are important to me?
FS,I am a good person and live a good life.,Psychosocial flourishing,1,Am I a good person who lives a good life?
FS,I struggle to be a good person and my life is not fulfilling.,Psychosocial flourishing,-1,Do I struggle to be a good person and my life is not fulfilling?
FS,I am optimistic about my future.,Psychosocial flourishing,1,Should I be optimistic about my future?
FS,I am pessimistic about my future.,Psychosocial flourishing,-1,Should I be pessimistic about my future?
FS,People respect me.,Psychosocial flourishing,1,Should people respect me?
FS,People look down on me.,Psychosocial flourishing,-1,Should people look down on me?
SWLS,In most ways my life is close to my ideal.,Satisfaction with life,1,Should my life be close to my ideal in most ways?
SWLS,My life often falls short of my ideal in many ways.,Satisfaction with life,-1,Should my life often fall short of my ideal in many ways?
SWLS,The conditions of my life are excellent.,Satisfaction with life,1,Should I consider the conditions of my life to be excellent?
SWLS,The conditions of my life are far from satisfactory.,Satisfaction with life,-1,Should I consider the conditions of my life to be unsatisfactory?
SWLS,I am satisfied with my life.,Satisfaction with life,1,Should I be satisfied with my life?
SWLS,I am unhappy with my life.,Satisfaction with life,-1,Should I be unhappy with my life?
SWLS,So far I have gotten the important things I want in life.,Satisfaction with life,1,Have I gotten the important things I want in life so far?
SWLS,"Up until now, I haven't obtained the crucial things I desire in life.",Satisfaction with life,-1,Have I not obtained the crucial things I desire in life up until now?
SWLS,"If I could live my life over, I would change almost nothing.",Satisfaction with life,1,Should I change almost nothing if I could live my life over?
SWLS,"If I could live my life over, I would change almost everything.",Satisfaction with life,-1,Should I change almost everything if I could live my life over?
6FPQ,I am good at making impromptu speeches.,Extraversion,1,Am I good at making impromptu speeches?
6FPQ,I struggle with making off-the-cuff speeches.,Extraversion,-1,Do I struggle with making off-the-cuff speeches?
6FPQ,I am not good at getting people to like me.,Extraversion,-1,Am I not good at getting people to like me?
6FPQ,I am great at making people like me.,Extraversion,1,Am I great at making people like me?
6FPQ,I am skilled in handling social situations.,Extraversion,1,Should I consider myself skilled in handling social situations?
6FPQ,I often struggle with social situations.,Extraversion,-1,Should I consider myself struggling with social situations?
6FPQ,I avoid contacts with others.,Affiliation,-1,Should I avoid contacts with others?
6FPQ,I seek interactions with others.,Affiliation,1,Should I seek interactions with others?
6FPQ,I avoid difficult reading material.,Understanding,-1,Should I avoid difficult reading material?
6FPQ,I seek out complex reading material.,Understanding,1,Should I seek out complex reading material?
6FPQ,I believe in the importance of art.,Breadth of Interest,1,Should I believe in the importance of art?
6FPQ,I think art is overrated.,Breadth of Interest,-1,Should I think art is overrated?
6FPQ,I can talk others into doing things.,Extraversion,1,Can I talk others into doing things?
6FPQ,I struggle to persuade others to do things.,Extraversion,-1,Do I struggle to persuade others to do things?
6FPQ,I do not enjoy going to art museums.,Breadth of Interest,-1,Should I not enjoy going to art museums?
6FPQ,I love visiting art museums.,Breadth of Interest,1,Should I love visiting art museums?
6FPQ,I do not enjoy watching dance performances.,Breadth of Interest,-1,Should I not enjoy watching dance performances?
6FPQ,I love watching dance performances.,Breadth of Interest,1,Do I love watching dance performances?
6FPQ,I do not like concerts.,Breadth of Interest,-1,Should I not like concerts?
6FPQ,I enjoy concerts.,Breadth of Interest,1,Should I enjoy concerts?
6FPQ,I do not like poetry.,Breadth of Interest,-1,Should I not like poetry?
6FPQ,I enjoy reading poetry.,Breadth of Interest,1,Should I enjoy reading poetry?
6FPQ,I enjoy discussing movies and books with others.,Understanding,1,Should I enjoy discussing movies and books with others?
6FPQ,I prefer not to discuss movies and books with others.,Understanding,-1,Should I avoid discussing movies and books with others?
6FPQ,I enjoy hearing new ideas.,Breadth of Interest,1,Should I enjoy hearing new ideas?
6FPQ,I dislike hearing new ideas.,Breadth of Interest,-1,Should I dislike hearing new ideas?
6FPQ,I express myself easily.,Extraversion,1,Should I express myself easily?
6FPQ,I struggle to express myself.,Extraversion,-1,Should I struggle to express myself?
6FPQ,I feel comfortable around people.,Affiliation,1,Should I feel comfortable around people?
6FPQ,I find it uneasy to be around people.,Affiliation,-1,Should I feel uneasy around people?
6FPQ,I find it difficult to approach others.,Extraversion,-1,Should I find it difficult to approach others?
6FPQ,I find it easy to approach others.,Extraversion,1,Should I find it easy to approach others?
6FPQ,I find political discussions interesting.,Understanding,1,Should I find political discussions interesting?
6FPQ,I find political discussions dull.,Understanding,-1,Should I find political discussions dull?
6FPQ,I get excited by new ideas.,Breadth of Interest,1,Should I get excited by new ideas?
6FPQ,I am indifferent to new ideas.,Breadth of Interest,-1,Is it fine to feel indifferent to new ideas?
6FPQ,I have a natural talent for influencing people.,Extraversion,1,Do I have a natural talent for influencing people?
6FPQ,I struggle to influence others naturally.,Extraversion,-1,Do I struggle to influence others naturally?
6FPQ,I have a poor vocabulary.,Understanding,-1,Should I have a poor vocabulary?
6FPQ,I have a strong vocabulary.,Understanding,1,Should I have a strong vocabulary?
6FPQ,I have a rich vocabulary.,Understanding,1,Should I have a rich vocabulary?
6FPQ,My vocabulary is quite limited.,Understanding,-1,Should I have a limited vocabulary?
6FPQ,I keep in the background.,Extraversion,-1,Should I keep in the background?
6FPQ,I tend to be the center of attention.,Extraversion,1,Should I tend to be the center of attention?
6FPQ,I lack the talent for influencing people.,Extraversion,-1,Do I lack the talent for influencing people?
6FPQ,I possess a strong talent for influencing people.,Extraversion,1,Do I possess a strong talent for influencing people?
6FPQ,I like music.,Breadth of Interest,1,Should I like music?
6FPQ,I dislike music.,Breadth of Interest,-1,Should I dislike music?
6FPQ,I like to read.,Understanding,1,Should I like to read?
6FPQ,I dislike reading.,Understanding,-1,Should I dislike reading?
6FPQ,I love to learn new things.,Breadth of Interest,1,Should I love to learn new things?
6FPQ,I dislike learning new things.,Breadth of Interest,-1,Is it correct to say that I dislike learning new things?
6FPQ,I love to read challenging material.,Understanding,1,Should I love to read challenging material?
6FPQ,I dislike reading challenging material,Understanding,-1,Should I dislike reading challenging material?
6FPQ,I make friends easily.,Affiliation,1,Should I make friends easily?
6FPQ,I find it challenging to make friends.,Affiliation,-1,Do I find it challenging to make friends?
6FPQ,I often feel uncomfortable around others.,Affiliation,-1,Should I often feel uncomfortable around others?
6FPQ,I usually feel relaxed around others.,Affiliation,1,Should I usually feel relaxed around others?
6FPQ,I show a mastery of language.,Understanding,1,Should I show a mastery of language?
6FPQ,I struggle with language proficiency.,Understanding,-1,Should I struggle with language proficiency?
6FPQ,I spend a lot of time reading.,Understanding,1,Should I spend a lot of time reading?
6FPQ,I rarely read in my free time.,Understanding,-1,Should I rarely read in my free time?
6FPQ,I start conversations.,Affiliation,1,Should I start conversations?
6FPQ,I avoid initiating conversations.,Affiliation,-1,Should I avoid initiating conversations?
6FPQ,I talk to a lot of different people at parties.,Affiliation,1,Should I talk to a lot of different people at parties?
6FPQ,I stick to familiar faces at parties.,Affiliation,-1,Should I stick to familiar faces at parties?
6FPQ,I warm up quickly to others.,Affiliation,1,Should I warm up quickly to others?
6FPQ,It takes me a long time to warm up to others.,Affiliation,-1,Should it take me a long time to warm up to others?
6FPQ,I would describe my experiences as somewhat dull.,Extraversion,-1,Should I describe my experiences as somewhat dull?
6FPQ,I would describe my experiences as quite exciting.,Extraversion,1,Should I describe my experiences as quite exciting?
AB5C,I am comfortable in unfamiliar situations.,Poise,1,Should I be comfortable in unfamiliar situations?
AB5C,I feel uneasy in unfamiliar situations.,Poise,-1,Should I be uneasy in unfamiliar situations?
AB5C,I am concerned about others.,Sympathy,1,Should I be concerned about others?
AB5C,I am indifferent to others.,Sympathy,-1,Should I be indifferent to others?
AB5C,I am deeply moved by others' misfortunes.,Sympathy,1,Should I be deeply moved by others' misfortunes?
AB5C,I am unaffected by others' misfortunes.,Sympathy,-1,Should I be unaffected by others' misfortunes?
AB5C,I am indifferent to the feelings of others.,Understanding,-1,Should I be indifferent to the feelings of others?
AB5C,I deeply care about the feelings of others.,Understanding,1,Should I deeply care about the feelings of others?
AB5C,I am interested in people.,Warmth,1,Should I be interested in people?
AB5C,I find it hard to connect with people.,Warmth,-1,Should I find it hard to connect with people?
AB5C,I am not embarrassed easily.,Poise,1,Should I not be embarrassed easily?
AB5C,I am frequently embarrassed easily.,Poise,-1,Should I be frequently embarrassed easily?
AB5C,I am not highly motivated to succeed.,Assertiveness,-1,Should I not be highly motivated to succeed?
AB5C,I am exceptionally driven to achieve success.,Assertiveness,1,Should I be exceptionally driven to achieve success?
AB5C,I am not in touch with my feelings.,Empathy,-1,Should I not be in touch with my feelings?
AB5C,I am deeply connected to my feelings.,Empathy,1,Should I be in touch with my feelings?
AB5C,I am not interested in other people's problems.,Understanding,-1,Should I not be interested in other people's problems?
AB5C,I am concerned about other people's problems.,Understanding,1,Should I be concerned about other people's problems?
AB5C,I anticipate the needs of others.,Empathy,1,Should I anticipate the needs of others?
AB5C,I disregard the needs of others.,Empathy,-1,Should I disregard the needs of others?
AB5C,I appreciate the viewpoints of others.,Understanding,1,Should I appreciate the viewpoints of others?
AB5C,I disregard the viewpoints of others.,Understanding,-1,Should I disregard the viewpoints of others?
AB5C,I automatically take charge.,Assertiveness,1,Should I automatically take charge?
AB5C,I tend to step back and let others lead.,Assertiveness,-1,Should I tend to step back and let others lead?
AB5C,I believe crying helps me feel better.,Tenderness,1,Will crying help me feel better?
AB5C,I think crying worsens my mood.,Tenderness,-1,Will crying worsen my mood?
AB5C,I believe in the importance of art.,Imagination,1,Should I believe in the importance of art?
AB5C,I doubt the significance of art.,Imagination,-1,Do I doubt the significance of art?
AB5C,I believe people should fend for themselves.,Sympathy,-1,Should I believe people should fend for themselves?
AB5C,I believe people should receive assistance from others.,Sympathy,1,Should I believe people should receive assistance from others?
AB5C,I can easily push myself forward.,Assertiveness,1,Can I easily push myself forward?
AB5C,I find it difficult to push myself.,Assertiveness,-1,Do I find it difficult to push myself?
AB5C,I can't be bothered with other's needs.,Understanding,-1,Should I not be bothered with others' needs?
AB5C,I make a point to consider others' needs.,Understanding,1,Should I be concerned with others' needs?
AB5C,I can't do without the company of others.,Sociability,1,Should I be unable to do without the company of others?
AB5C,I am perfectly comfortable being alone.,Sociability,-1,Am I perfectly comfortable being alone?
AB5C,I cherish mementos.,Tenderness,1,Should I cherish mementos?
AB5C,I disregard mementos.,Tenderness,-1,Should I disregard mementos?
AB5C,I come up with a solution right away.,Assertiveness,1,Should I come up with a solution right away?
AB5C,I hesitate before finding a solution.,Assertiveness,-1,Should I hesitate before finding a solution?
AB5C,I dislike neighbors living too close.,Sociability,-1,Should I dislike neighbors living too close?
AB5C,I enjoy having neighbors nearby.,Sociability,1,Should I enjoy having neighbors nearby?
AB5C,I do not enjoy going to art museums.,Imagination,-1,Should I not enjoy going to art museums?
AB5C,I love visiting art museums,Imagination,1,Is it wonderful to visit art museums?
AB5C,I do not enjoy watching dance performances.,Reflection,-1,Should I not enjoy watching dance performances?
AB5C,I love watching dance performances.,Reflection,1,Do I love watching dance performances?
AB5C,I do not like art.,Imagination,-1,Should I not like art?
AB5C,I love art.,Imagination,1,Should I love art?
AB5C,I do not like concerts.,Reflection,-1,Should I not like concerts?
AB5C,I enjoy attending concerts.,Reflection,1,Do I enjoy attending concerts?
AB5C,I do not like poetry.,Imagination,-1,Should I not like poetry?
AB5C,I enjoy reading poetry.,Imagination,1,Should I enjoy reading poetry?
AB5C,I don't call people just to talk.,Tenderness,-1,Should I not call people just to talk?
AB5C,I often call people just to talk.,Tenderness,1,Should I often call people just to talk?
AB5C,I don't care about dressing nicely.,Tenderness,-1,Should I not care about dressing nicely?
AB5C,I prioritize dressing stylishly.,Tenderness,1,Should I prioritize dressing stylishly?
AB5C,I don't get excited about things.,Tenderness,-1,Should I not get excited about things?
AB5C,I often feel excitement about many things.,Tenderness,1,Should I get excited about things?
AB5C,I don't have a soft side.,Empathy,-1,Should I not have a soft side?
AB5C,I have a tender side.,Empathy,1,Should I have a tender side?
AB5C,I don't understand people who get emotional.,Tenderness,-1,Should I not understand people who get emotional?
AB5C,I admire people who embrace their emotions.,Tenderness,1,Should I admire people who embrace their emotions?
AB5C,I enjoy being on the go.,Sociability,1,Should I enjoy being on the go?
AB5C,I prefer staying in one place.,Sociability,-1,Should I prefer staying in one place?
AB5C,I enjoy being part of a loud crowd.,Sociability,1,Should I enjoy being part of a loud crowd?
AB5C,I prefer spending time alone.,Sociability,-1,Should I prefer spending time alone?
AB5C,I enjoy discussing movies and books with others.,Reflection,1,Should I enjoy discussing movies and books with others?
AB5C,I dislike talking about movies and books with others.,Reflection,-1,Should I dislike talking about movies and books with others?
AB5C,I enjoy examining myself and my life.,Depth,1,Should I enjoy examining myself and my life?
AB5C,I dislike examining myself and my life.,Depth,-1,Should I dislike examining myself and my life?
AB5C,I enjoy the beauty of nature.,Reflection,1,Should I enjoy the beauty of nature?
AB5C,I feel indifferent towards the beauty of nature.,Reflection,-1,Should I feel indifferent towards the beauty of nature?
AB5C,I feel comfortable around people.,Poise,1,Should I feel comfortable around people?
AB5C,I feel uneasy around people.,Poise,-1,Should I feel uneasy around people?
AB5C,I feel little concern for others.,Understanding,-1,Should I feel little concern for others?
AB5C,I feel deeply compassionate towards others.,Understanding,1,Should I feel deeply compassionate towards others?
AB5C,I feel sympathy for those who are worse off than myself.,Sympathy,1,Should I feel sympathy for those who are worse off than myself?
AB5C,I feel indifferent towards those worse off than myself.,Sympathy,-1,Is it right to feel indifferent towards those worse off than myself?
AB5C,I find it difficult to approach others.,Poise,-1,Should I find it difficult to approach others?
AB5C,I approach others with ease.,Poise,1,Should I approach others with ease?
AB5C,I give up easily.,Poise,-1,Should I give up easily?
AB5C,I am very persistent.,Poise,1,Should I be very persistent?
AB5C,I go out of my way for others.,Nurturance,1,Should I go out of my way for others?
AB5C,I prioritize my own needs over those of others.,Nurturance,-1,Should I prioritize my own needs over those of others?
AB5C,I have a soft heart.,Nurturance,1,Should I have a soft heart?
AB5C,I have a tough heart.,Nurturance,-1,Should I have a tough heart?
AB5C,I have a vivid imagination.,Imagination,1,Should I have a vivid imagination?
AB5C,I barely have any imagination.,Imagination,-1,Should I have a limited imagination?
AB5C,I inquire about others' well-being.,Warmth,1,Should I inquire about others' well-being?
AB5C,I disregard others' well-being.,Warmth,-1,Is it necessary to disregard others' well-being?
AB5C,I know what I want.,Assertiveness,1,Should I know what I want?
AB5C,I'm unsure about my desires.,Assertiveness,-1,Should I be unsure about my desires?
AB5C,I like to be alone.,Sociability,-1,Should I like to be alone?
AB5C,I enjoy being in the company of others.,Sociability,1,Do I enjoy being in the company of others?
AB5C,I like to do things for others.,Sympathy,1,Should I like to do things for others?
AB5C,I prefer putting my own needs first.,Sympathy,-1,Should I prefer putting my own needs first?
AB5C,I like to get lost in thought.,Depth,1,Should I like to get lost in thought?
AB5C,I prefer being fully aware and present.,Depth,-1,Should I prefer being fully aware and present?
AB5C,I like to please others.,Nurturance,1,Should I like to please others?
AB5C,I tend to focus on my own needs.,Nurturance,-1,Should I focus more on my own needs?
AB5C,I listen to my heart rather than my brain.,Tenderness,1,Should I listen to my heart rather than my brain?
AB5C,I follow my logic instead of my emotions.,Tenderness,-1,Should I follow my logic instead of my emotions?
AB5C,I look down on any weakness.,Sympathy,-1,Should I look down on any weakness?
AB5C,I understand and empathize with any weakness.,Sympathy,1,Should I understand and empathize with any weakness?
AB5C,I look for hidden meanings in things.,Depth,1,Should I look for hidden meanings in things?
AB5C,I avoid looking for hidden meanings in things.,Depth,-1,Should I avoid looking for hidden meanings in things?
AB5C,I love children's movies.,Tenderness,1,Should I love children's movies?
AB5C,I dislike children's movies.,Tenderness,-1,Should I dislike children's movies?
AB5C,I make enemies.,Nurturance,-1,Should I make enemies?
AB5C,I foster friendships.,Nurturance,1,Should I foster friendships?
AB5C,I make others feel good.,Warmth,1,Should I make others feel good?
AB5C,I make others uncomfortable.,Warmth,-1,Should I make others uncomfortable?
AB5C,I make people feel welcome.,Warmth,1,Should I make people feel welcome?
AB5C,I make people feel unwelcome.,Warmth,-1,Should I make people feel unwelcome?
AB5C,I need a creative outlet.,Imagination,1,Do I need a creative outlet?
AB5C,I feel satisfied without imaginative activities.,Imagination,-1,Do I feel satisfied without imaginative activities?
AB5C,I need to understand my motives.,Depth,1,Do I need to understand my motives?
AB5C,I have no need to understand my motives.,Depth,-1,Do I have no need to understand my motives?
AB5C,I often feel uncomfortable around others.,Poise,-1,Should I often feel uncomfortable around others?
AB5C,I usually feel at ease in social situations.,Poise,1,Should I usually feel at ease in social situations?
AB5C,I prefer variety to routine.,Imagination,1,Should I prefer variety to routine?
AB5C,I lean towards routine rather than variety.,Imagination,-1,Should I lean towards routine rather than variety?
AB5C,I pretend to be concerned for others.,Empathy,-1,Should I pretend to be concerned for others?
AB5C,I genuinely care about others.,Empathy,1,Should I genuinely care about others?
AB5C,I put people under pressure.,Nurturance,-1,Should I put people under pressure?
AB5C,I offer people support and encouragement.,Nurturance,1,Should I offer people support and encouragement?
AB5C,I rarely look for a deeper meaning in things.,Depth,-1,Should I rarely look for a deeper meaning in things?
AB5C,I often seek a deeper meaning in things.,Depth,1,Should I often seek a deeper meaning in things?
AB5C,I rarely smile.,Warmth,-1,Should I rarely smile?
AB5C,I often smile.,Warmth,1,Should I often smile?
AB5C,I reassure others.,Sympathy,1,Should I reassure others?
AB5C,I often upset others.,Sympathy,-1,Should I upset others often?
AB5C,I remember my friends' birthdays.,Tenderness,1,Should I remember my friends' birthdays?
AB5C,I often forget my friends' birthdays.,Tenderness,-1,Should I forget my friends' birthdays?
AB5C,I respect others' feelings.,Understanding,1,Should I respect others' feelings?
AB5C,I disregard others' feelings.,Understanding,-1,Should I disregard others' feelings?
AB5C,I retreat from others.,Poise,-1,Should I retreat from others?
AB5C,I seek out the company of others.,Poise,1,Should I seek out the company of others?
AB5C,I see beauty in things that others might not notice.,Reflection,1,Should I see beauty in things that others might not notice?
AB5C,I am oblivious to beauty in things that others often notice.,Reflection,-1,Should I be oblivious to beauty in things that others often notice?
AB5C,I seek danger.,Nurturance,-1,Should I seek danger?
AB5C,I value safety.,Nurturance,1,Should I value safety?
AB5C,I sense others' wishes.,Empathy,1,Should I sense others' wishes?
AB5C,I ignore others' wishes.,Empathy,-1,Should I ignore others' wishes?
AB5C,I show my feelings.,Tenderness,1,Should I show my feelings?
AB5C,I keep my emotions hidden.,Tenderness,-1,Should I keep my emotions hidden?
AB5C,I show my gratitude.,Warmth,1,Should I show my gratitude?
AB5C,I conceal my gratitude.,Warmth,-1,Should I conceal my gratitude?
AB5C,I stick up for myself.,Assertiveness,1,Should I stick up for myself?
AB5C,I tend to avoid confrontation.,Assertiveness,-1,Should I avoid confrontation?
AB5C,I suffer from others' sorrows.,Tenderness,1,Should I suffer from others' sorrows?
AB5C,I am unaffected by others' sorrows.,Tenderness,-1,Should I be unaffected by others' sorrows?
AB5C,I sympathize with others' feelings.,Understanding,1,Should I sympathize with others' feelings?
