questionnaire,item,value,agreement,question
SOV,It is more important for modern leaders to encourage followers to take a greater interest in the rights of others rather than to bring about the accomplishment of practical goals.,Social,1,Is it more important for modern leaders to encourage followers to take a greater interest in the rights of others rather than to bring about the accomplishment of practical goals?
SOV,Unselfishness and sympathy are more  desirable character traits rather than high ideals and reverence.,Social,1,Are unselfishness and sympathy more desirable character traits than high ideals and reverence?
SOV,"If I were a university professor and had thenecessary ability, I would prefer to teach chemistry and physics rather than poetry.",Theoretical,1,Should I prefer to teach chemistry and physics rather than poetry if I were a university professor with the necessary ability?
SOV,"If I should see the different news itemsin my morning paper, I would read NEW SCIENTIFIC THEORY ANNOUNCED more attentively rather than SUPREME COURT RENDERS DECISION.",Theoretical,1,Should I read NEW SCIENTIFIC THEORY ANNOUNCED more attentively than SUPREME COURT RENDERS DECISION in my morning paper?
SOV,"Assuming that I have sufficient leisure time,  I would prefer to use it to do volunteer social or public service work rather than to develop my mastery of a favorite skill.",Social,1,Should I prefer to use my leisure time to do volunteer social or public service work rather than to develop my mastery of a favorite skill?
SOV,"At an exposition, I chiefly like to go to the buildings where I can see scientific (e.g, chemical) apparatus rather than new manufactured products.",Theoretical,1,Should I chiefly go to the buildings where I can see scientific apparatus rather than new manufactured products at an exposition?
SOV,The aim of religious institutions at the present times hould be to bring out altruistic and charitable tendencies rather than to encourage spiritual worship and a sense of communion with the highest.,Social,1,Should the aim of religious institutions at the present time be to bring out altruistic and charitable tendencies rather than to encourage spiritual worship and a sense of communion with the highest?
SOV,"If I had some time to spend in a waiting room and there were only two magazines to choose from, I would prefer SCIENTIFIC AGE rather than ARTS AND DECORATIONS.",Theoretical,1,Should I prefer SCIENTIFIC AGE over ARTS AND DECORATIONS if I had some time to spend in a waiting room and there were only two magazines to choose from?
SOV,I would consider the more important function of education as its preparation for participation in community activities and aiding less fortunate persons rather than its preparation for practical achievement and financial reward.,Social,1,Should I consider the more important function of education as its preparation for participation in community activities and aiding less fortunate persons rather than its preparation for practical achievement and financial reward?
SOV,"I am more interested in reading accounts of the lives and works of individuals such as Ayn Rand, Jean-Paul Sartre, and Immanuel Kant rather than Indira Gandhi, Theodore Roosevelt and Winston Churchill.",Theoretical,1,"Should I be more interested in reading accounts of the lives and works of individuals such as Ayn Rand, Jean-Paul Sartre, and Immanuel Kant rather than Indira Gandhi, Theodore Roosevelt, and Winston Churchill?"
SOV,"If I were engaged in an industrial organization (and assuming salaries to be equal), I would prefer to work as a counselor for employees rather than in an administrative position.",Social,1,Should I prefer to work as a counselor for employees rather than in an administrative position if salaries are equal?
SOV,Modern society would benefit more from more concern for the rights and welfare of citizens rahter than greater knowledge of the fundamental laws of human behavior.,Social,1,Would modern society benefit more from more concern for the rights and welfare of citizens rather than greater knowledge of the fundamental laws of human behavior?
SOV,Modern society would benefit more from greater knowledge of the fundamental laws of human behavior rahter than more concern for the rights and welfare of citizens.,Theoretical,1,Would modern society benefit more from greater knowledge of the fundamental laws of human behavior rather than more concern for the rights and welfare of citizens?
SOV,I would prefer to hear a series of popular lectures on the progress of social service work in your part of the country rather than contemporary painters.,Social,1,Should I prefer to hear a series of popular lectures on the progress of social service work in my part of the country rather than contemporary painters?
SOV,"I agree that all the evidence that has been impartially accumulated goes to show that the universe has evolved to its present state in accordance with natural principles, so that there is no necessity to assume a first cause,cosmic purpose, or God behind it.",Theoretical,1,"Should I agree that all the evidence shows the universe has evolved according to natural principles without needing to assume a first cause, cosmic purpose, or God behind it?"
SOV,"I think that a good government should aim chiefly at more aid for the poor, sick, and old.",Social,1,"Should a good government aim chiefly at more aid for the poor, sick, and old?"
SOV,"In my opinion, a person who works in business all the week can best spend Sunday in educating himself/herself by reading serious books.",Theoretical,1,Should a person who works in business all week spend Sunday educating themselves by reading serious books?
SOV,"If I could influence the educational policies of the public schools of some city, I would undertake to to stimulate the study of social problems.",Social,1,Should I undertake to stimulate the study of social problems if I could influence the educational policies of the public schools of some city?
SOV,"If I could influence the educational policies of the public schools of some city, I would undertake to provide additional laboratory facilities.",Theoretical,1,Should I undertake to provide additional laboratory facilities if I could influence the educational policies of the public schools of some city?
SOV,"If I lived in a small town and had more than enough income for my needs, I would prefer to   give it for the development of scientific research in your locality.",Theoretical,1,Should I prefer to give my excess income for the development of scientific research in my locality if I lived in a small town?
SOV,"If I lived in a small town and had more than enough income for my needs, I would prefer to   give it to The Family Welfare Society.",Social,1,Should I prefer to give my extra income to The Family Welfare Society if I lived in a small town and had more than enough for my needs?
SOV,"Assuming that I possess the necessary ability, and that the salary for each occupations is the same, I would prefer to be a mathematician.",Theoretical,1,Should I prefer to be a mathematician if I have the necessary ability and the salary is the same for all occupations?
SOV,"If I had sufficient leisure and money, I would prefer to establish a center for the care and training of the disabled.",Social,1,Should I prefer to establish a center for the care and training of the disabled if I had sufficient leisure and money?
SOV,"At an evening discussion with close friends, I am more interested when the conversation concerns developments in science.",Theoretical,1,Should I be more interested in the conversation when it concerns developments in science during an evening discussion with close friends?
SOV,"At an evening discussion with close friends, I am more interested when the conversation concerns poverty and social amelioration.",Social,1,Should I be more interested in a conversation about poverty and social amelioration when discussing with close friends in the evening?
SOV,"If my ability and other conditions would permit during part of my next summer vacation, I would prefer to write and publish an original biological essay or article.",Theoretical,1,Should I prefer to write and publish an original biological essay or article during part of my next summer vacation if my ability and other conditions permit?
SOV,"Great exploits and adventures of discovery such as Columbus's, Magellan's, and Earhart's seem significant to me because they add to our knowledge of geography, meteorology, oceanography, etc.",Theoretical,1,"Should great exploits and adventures of discovery like Columbus's, Magellan's, and Earhart's seem significant to me because they add to our knowledge of geography, meteorology, oceanography, etc.?"
SOV,"Great exploits and adventures of discovery such as Columbus's, Magellan's, and Earhart's seem significant to me because they weld human interests and international feelings throughout the world.",Social,1,"Should great exploits and adventures of discovery like Columbus's, Magellan's, and Earhart's seem significant to me because they weld human interests and international feelings throughout the world?"
SOV,"One should guide one's conduct according to, or develop one's chief loyalties toward ideals of charity.",Social,1,"Should I guide my conduct according to, or develop my chief loyalties toward, ideals of charity?"
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates and Marie Curie, the famous person that interests me most is Mother Theresa.",Social,1,"Should Mother Theresa be the famous person that interests me most among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates and Marie Curie, the famous person that interests me most is Marie Curie.",Theoretical,1,"Should Marie Curie be the famous person that interests me most among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
SOV,"In choosing a spouse/life-time companion, I would prefer someone who likes to help people.",Social,1,Should I prefer someone who likes to help people when choosing a spouse or life-time companion?
SOV,"Viewing Leonardo da Vinci's picture,""The Last Supper,"" I would tend to think of it in relation to Leonardo's versatility and its place in history.",Theoretical,1,"Should I think of Leonardo da Vinci's picture, ""The Last Supper,"" in relation to Leonardo's versatility and its place in history?"
